Snapshotdt,ApplicationID,UPB,DPD,BKRepo_Flag,NextPaymentDate,RemainingTerm,MaturityDate,NumberOfExtensions,NumberOfPayments,FundingDate,OriginalRate,CurrentRate,OriginalPayment,CurrentPayment,PTICore,DTICore,Make,Model,ModelYr,BookValue,LTVCore,OriginalAmtFinanced,OriginalTerm,BookNewUsed,BookMileage,HighFico,BookTier,FirstPaymentDate,LastPmtDate,lastExtensionDate,ChargeoffDate,MOB,DPDBucket,MOB_Lag1,UPB_Lag1,DPD_Lag1,DPDBucket_Lag1,LoanStatus,LoanStatus2,LoanStatus2_Lag1,Vintage_M,Vintage_Q,PrepayBal,DefaultBal,DQBal
2020-01-31,9054160,18840.84,0,None,2020-02-13,56,2024-09-13,0,4,2019-08-29,0.1274,0.1274,449.4,449.4,0.1203,0.36,GMC,SIERRA 1500 ,11,19895,0.993339532545866,19762.49,60,Used,85133,597,Tier 4,2019-10-13,43840,,,6,0,,,,,Current,Current,,2019-8,2019-Q3,,,0
2020-01-31,9054621,12741.91,0,None,2020-02-03,57,2024-10-03,0,3,2019-09-12,0.1174,0.1174,291.88,291.88,0.0857,0.5557,CHEVROLE,IMPALA      ,14,11510,1.14116768027802,13134.84,60,Used,122692,528,Tier 4,2019-11-03,43846,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9054710,12502.22,0,None,2020-02-03,57,2024-10-03,0,3,2019-09-12,0.1424,0.1424,302.16,302.16,0.0989,0.3294,GMC,TERRAIN     ,12,9520,1.34878046218487,12840.39,60,Used,104454,594,Tier 5,2019-11-03,43852,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9054765,20038.57,0,None,2020-02-18,68,2025-09-18,0,4,2019-08-28,0.1389,0.1389,424.27,424.27,0.0869,0.2871,HYUNDAI,SANTA FE SPO,18,17515,1.17225578075935,20532.06,72,Used,36315,601,Tier 4,2019-10-06,43854,,,6,0,,,,,Current,Current,,2019-8,2019-Q3,,,0
2020-01-31,9055132,18530.88,0,None,2020-02-05,68,2025-09-05,0,4,2019-08-29,0.1818,0.1818,437.4,437.4,0.0815,0.4447,TOYOTA,COROLLA     ,16,13600,1.39330882352941,18949,72,Used,53042,640,Tier 4,2019-10-05,43840,,,6,0,,,,,Current,Current,,2019-8,2019-Q3,,,0
2020-01-31,9055219,18072.7,0,None,2020-02-05,68,2025-09-05,0,4,2019-08-28,0.2261,0.2261,475.65,475.65,0.1614,0.3314,CHEVROLE,SILVERADO 15,14,22350,0.827131096196868,18486.38,72,Used,100837,561,Tier 6,2019-10-05,43833,,,6,0,,,,,Current,Current,,2019-8,2019-Q3,,,0
2020-01-31,9055558,16240.36,0,None,2020-02-21,68,2025-09-21,0,4,2019-09-06,0.1224,0.1224,334.2,334.2,0.0771,0.2537,CHEVROLE,IMPALA      ,15,13746,1.2294151025753,16899.54,72,Used,57000,629,Tier 3,2019-10-21,43839,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9055805,18377.21,0,None,2020-02-22,67,2025-08-22,0,5,2019-08-30,0.1954,0.1954,452.66,452.66,0.1412,0.3404,CHEVROLE,MALIBU      ,18,15925,1.2,19110,72,Used,25129,580,Tier 5,2019-09-22,43852,,,6,0,,,,,Current,Current,,2019-8,2019-Q3,,,0
2020-01-31,9056450,16673.5,0,None,2020-02-18,56,2024-09-18,0,4,2019-09-03,0.1124,0.1124,386.26,386.26,0.0481,0.1558,CHEVROLE,SILVERADO 25,12,19885,0.884367110887604,17585.64,60,Used,89100,620,Tier 3,2019-10-18,43832,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9056566,16275.06,0,None,2020-02-20,55,2024-08-20,0,5,2019-08-26,0.1422,0.1422,403.6,403.6,0.0747,0.3102,CHRYSLER,300,15,12665,1.36286616660087,17260.7,60,Used,68421,521,Tier 6,2019-09-20,43861,,,6,0,,,,,Current,Current,,2019-8,2019-Q3,,,0
2020-01-31,9056570,17573.99,0,None,2020-02-15,68,2025-09-15,0,4,2019-09-06,0.1621,0.1621,393.26,393.26,0.1031,0.3854,NISSAN,ALTIMA      ,15,12520,1.43082587859425,17913.94,72,Used,59111,622,Tier 5,2019-10-05,43854,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9056992,17851.26,0,None,2020-02-05,68,2025-09-05,0,4,2019-08-29,0.225,0.225,469.36,469.36,0.163,0.3553,NISSAN,VERSA       ,19,17250,1.06043072463768,18292.43,72,New,6,561,Tier 6,2019-10-05,43826,,,6,0,,,,,Current,Current,,2019-8,2019-Q3,,,0
2020-01-31,9057890,28020.83,0,None,2020-02-20,61,2025-02-20,0,5,2019-08-28,0.17,0.17,685.62,685.62,0.1074,0.3696,INFINITI,QX56-V8     ,12,21500,1.36147581395349,29271.73,66,Used,99941,593,Tier 3,2019-09-20,43861,,,6,0,,,,,Current,Current,,2019-8,2019-Q3,,,0
2020-01-31,9058200,16718.33,0,None,2020-02-05,68,2025-09-05,0,4,2019-08-24,0.1592,0.1592,374.76,374.76,0.0929,0.2398,NISSAN,SENTRA      ,19,13758,1.24999709260067,17197.46,72,Used,7147,575,Tier 2,2019-10-05,43835,,,6,0,,,,,Current,Current,,2019-8,2019-Q3,,,0
2020-01-31,9058271,17430.94,0,None,2020-02-24,51,2024-04-24,0,4,2019-09-10,0.0849,0.0849,408.76,408.76,0.1274,0.3141,HONDA,ACCORD      ,16,17246,1.07298561985388,18504.71,55,Used,33000,660,Tier 1,2019-10-24,43853,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9058283,19736.95,0,None,2020-02-19,68,2025-09-19,0,4,2019-09-04,0.0999,0.0999,381.97,381.97,0.0441,0.4007,CHEVROLE,IMPALA      ,18,19060,1.07754931794334,20538.09,72,Used,37693,651,Tier 2,2019-10-19,43845,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9058412,9773.75,0,None,2020-02-05,56,2024-09-05,0,4,2019-08-24,0.178,0.178,258.15,258.15,0.1059,0.4329,VOLKSWAG,JETTA SPORTW,12,7355,1.37792522093814,10134.64,60,Used,74041,598,Tier 3,2019-10-05,43847,,,6,0,,,,,Current,Current,,2019-8,2019-Q3,,,0
2020-01-31,9058439,14071.05,0,None,2020-02-05,56,2024-09-05,0,4,2019-08-29,0.1603,0.1603,358.73,358.73,0.1335,0.3599,DODGE TR,JOURNEY     ,15,10525,1.39151923990499,14645.74,60,Used,76780,589,Tier 5,2019-10-05,43833,,,6,0,,,,,Current,Current,,2019-8,2019-Q3,,,0
2020-01-31,9058726,0,114,Chargeoff,2020-02-05,72,2025-09-05,0,0,2019-08-28,0.1499,0,758.81,758.81,0.0947,0.2473,HYUNDAI,VELOSTER    ,20,29787,1.19769161043408,35675.64,72,New,75,584,Tier 5,2019-10-05,43852,,2020-01-31,6,90120,,,,,CO,CO,,2019-8,2019-Q3,,,0
2020-01-31,9058911,13199.63,0,None,2020-02-03,69,2025-10-03,0,3,2019-09-12,0.1174,0.1174,263.15,263.15,0.0569,0.3031,CHRYSLER,200,15,11089,1.2163369104518,13487.96,72,Used,59328,574,Tier 3,2019-11-03,43840,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9058924,12251.79,28,None,2020-02-03,70,2025-10-03,0,2,2019-09-12,0.1549,0.1549,264.83,264.83,0.0586,0.1737,FORD,ESCAPE      ,13,10537,1.16625415203568,12288.82,72,Used,55000,566,Tier 6,2019-11-03,43821,,,5,30,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9059197,21884.95,0,None,2020-02-06,68,2025-09-06,0,4,2019-09-03,0.1934,0.1934,529.17,529.17,0.0838,0.3559,KIA,FORTE       ,19,19664,1.14165174938975,22449.44,72,New,24,547,Tier 6,2019-09-21,43856,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9059386,0,16,Paidoff,2020-02-15,69,2025-10-15,0,3,2019-09-17,0.1324,0.1324,245.14,245.14,0.057,0.209,CHEVROLE,MALIBU      ,15,11457.31,1.05345582863691,12069.77,72,Used,68270,602,Tier 5,2019-11-03,43830,,,5,30,,,,,,,,2019-9,2019-Q3,,,0
2020-01-31,9059833,20607.02,0,None,2020-02-14,68,2025-09-14,0,4,2019-08-30,0.1274,0.1274,425.71,425.71,0.1472,0.5022,JEEP,CHEROKEE    ,18,19967,1.06374918615716,21239.88,72,Used,34972,657,Tier 4,2019-10-14,43861,,,6,0,,,,,Current,Current,,2019-8,2019-Q3,,,0
2020-01-31,9059937,11522.96,0,None,2020-02-20,68,2025-09-20,0,4,2019-09-06,0.1099,0.1099,232.09,232.09,0.095,0.4095,VOLKSWAG,PASSAT      ,14,8241,1.47322897706589,12140.88,72,Used,59711,677,Tier 2,2019-10-20,43804,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9060085,0,0,Paidoff,2020-02-19,67,2025-09-19,0,5,2019-09-05,0.1524,0.1524,503.05,503.05,0.0937,0.3866,MITSUBIS,OUTLANDER SP,18,14853,1.58186023025651,23495.37,72,Used,11005,587,Tier 3,2019-10-19,43847,,,5,0,,,,,,,,2019-9,2019-Q3,,,0
2020-01-31,9060675,25959.71,0,None,2020-02-06,68,2025-09-06,0,4,2019-09-05,0.18,0.18,612.3,612.3,0.0995,0.3189,LINCOLN,MKZ         ,17,22625,1.17786209944751,26649.13,72,Used,36574,598,Tier 8,2019-10-06,43834,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9060695,16880.28,0,None,2020-02-14,68,2025-09-14,0,4,2019-08-30,0.1224,0.1224,346.42,346.42,0.0375,0.2325,JEEP,CHEROKEE    ,15,15517,1.12893793903461,17517.73,72,Used,45850,660,Tier 4,2019-10-14,43841,,,6,0,,,,,Current,Current,,2019-8,2019-Q3,,,0
2020-01-31,9061085,18751.76,0,None,2020-02-06,68,2025-09-06,0,4,2019-08-28,0.1824,0.1824,443.06,443.06,0.1441,0.4209,HYUNDAI,ELANTRA     ,18,14150,1.35443745583039,19165.29,72,Used,40710,631,Tier 7,2019-10-06,43847,,,6,0,,,,,Current,Current,,2019-8,2019-Q3,,,0
2020-01-31,9061107,14177.01,0,None,2020-02-06,68,2025-09-06,0,4,2019-08-26,0.2429,0.2429,386.36,386.36,0.1331,0.4261,CADILLAC,CTS-V6      ,11,10850,1.33012350230415,14431.84,72,Used,48935,581,Tier 7,2019-10-06,43834,,,6,0,,,,,Current,Current,,2019-8,2019-Q3,,,0
2020-01-31,9061413,22642.62,0,None,2020-02-21,55,2024-08-21,0,5,2019-08-30,0.1735,0.1735,599.48,599.48,0.1123,0.2197,CHEVROLE,SILVERADO 15,14,23420,1.0225341588386,23947.75,60,Used,118095,560,Tier 7,2019-09-21,43853,,,6,0,,,,,Current,Current,,2019-8,2019-Q3,,,0
2020-01-31,9062937,0,0,Paidoff,2020-02-21,65,2025-05-21,0,3,2019-09-09,0.1149,0.1149,465.41,465.41,0.1328,0.3988,CHEVROLE,SILVERADO 15,14,22180,1.04016275924256,23070.81,68,Used,109000,624,Tier 3,2019-10-21,43812,,,5,0,,,,,,,,2019-9,2019-Q3,,,0
2020-01-31,9062941,17276.25,0,None,2020-02-21,56,2024-09-21,0,4,2019-09-09,0.1224,0.1224,406.93,406.93,0.1125,0.5849,CHEVROLE,CAMARO      ,12,14002,1.29280245679189,18101.82,60,Used,80638,609,Tier 3,2019-10-21,43853,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9063082,12971.19,0,None,2020-02-07,69,2025-10-07,0,3,2019-09-24,0.1174,0.1174,258.59,258.59,0.0668,0.3133,CHEVROLE,MALIBU      ,14,10668,1.24239501312336,13253.87,72,Used,80000,554,Tier 3,2019-11-07,43861,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9063266,32918.44,10,None,2020-02-21,69,2025-09-21,0,3,2019-08-31,0.1741,0.1741,750.67,750.67,0.143,0.361,GMC,ACADIA      ,19,33553.45,0.988339202079071,33162.19,72,New,28,547,Tier 7,2019-10-06,43854,,,6,30,,,,,Current,Current,,2019-8,2019-Q3,,,0
2020-01-31,9063436,14873.76,0,None,2020-02-06,68,2025-09-06,0,4,2019-09-03,0.1893,0.1893,359.53,359.53,0.0599,0.3895,NISSAN,SENTRA      ,16,11999,1.27389782481874,15285.5,72,Used,56213,633,Tier 4,2019-10-06,43853,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9063604,15521.02,0,None,2020-02-06,68,2025-09-06,0,4,2019-08-30,0.1993,0.1993,383.87,383.87,0.0729,0.4337,HYUNDAI,ELANTRA     ,16,10943,1.45510646075117,15923.23,72,Used,61752,606,Tier 3,2019-10-06,43835,,,6,0,,,,,Current,Current,,2019-8,2019-Q3,,,0
2020-01-31,9063980,17280.33,0,None,2020-02-19,68,2025-09-19,0,4,2019-09-05,0.1224,0.1224,353.04,353.04,0.1104,0.3911,NISSAN,ROGUE       ,17,17921,0.996163718542492,17852.25,72,Used,69550,647,Tier 4,2019-10-19,43859,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9064333,33457.73,0,None,2020-02-07,68,2025-09-07,0,4,2019-09-04,0.1499,0.1499,734.36,734.36,0.1221,0.2833,DODGE,RAM 1500    ,19,36026,0.958280131016488,34523,72,New,30,602,Tier 5,2019-10-07,43837,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9064502,24490.05,0,None,2020-02-05,68,2025-09-05,0,4,2019-09-03,0.146,0.146,531.48,531.48,0.0672,0.2655,TOYOTA,CAMRY       ,19,19796,1.27519650434431,25243.79,72,Used,7540,611,Tier 5,2019-10-05,43835,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9064563,9756.41,0,None,2020-02-22,55,2024-08-22,0,5,2019-08-28,0.1475,0.1475,245.34,245.34,0.0739,0.5639,TOYOTA,RAV4-4 CYL. ,10,7525,1.37807574750831,10370.02,60,Used,60935,599,Tier 4,2019-09-22,43850,,,6,0,,,,,Current,Current,,2019-8,2019-Q3,,,0
2020-01-31,9064697,19652.54,0,None,2020-02-06,56,2024-09-06,0,4,2019-08-29,0.1599,0.1599,500.5,500.5,0.0691,0.1828,DODGE TR,RAM 1500 PIC,14,16400,1.24692073170732,20449.5,60,Used,93957,688,Tier 4,2019-10-06,43835,,,6,0,,,,,Current,Current,,2019-8,2019-Q3,,,0
2020-01-31,9064789,15947.13,0,None,2020-02-06,68,2025-09-06,0,4,2019-08-28,0.2032,0.2032,394.11,394.11,0.0504,0.2452,CHEVROLE,MALIBU LIMIT,16,11867,1.37582792618185,16326.95,72,Used,54836,645,Tier 3,2019-09-21,43832,,,6,0,,,,,Current,Current,,2019-8,2019-Q3,,,0
2020-01-31,9064907,30036.69,0,None,2020-02-07,68,2025-09-07,0,4,2019-09-05,0.2132,0.2132,763.61,763.61,0.0623,0.1358,MAZDA,CX-9        ,16,24073,1.27184812860882,30617.2,72,Used,44241,503,Tier 7,2019-10-07,43839,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9064934,13445.51,0,None,2020-02-22,55,2024-08-22,0,5,2019-08-28,0.2589,0.2589,421.21,421.21,0.0469,0.1766,CADILLAC,CTS         ,12,12260,1.15000163132137,14099.02,60,Used,79872,559,Tier 7,2019-09-22,43847,,,6,0,,,,,Current,Current,,2019-8,2019-Q3,,,0
2020-01-31,9065254,12273.29,0,None,2020-02-19,56,2024-09-19,0,4,2019-09-04,0.1174,0.1174,286.21,286.21,0.0837,0.3143,CHEVROLE,CAMARO      ,12,11868,1.08525446579036,12879.8,60,Used,85639,583,Tier 4,2019-10-19,43849,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9065383,0,0,Paidoff,2019-12-06,60,2024-09-06,0,0,2019-09-13,0.2005,0.2005,524.32,524.32,0.0721,0.3017,INFINITI,Q50         ,14,14098,1.39068662221592,19605.9,60,Used,69580,584,Tier 6,2019-10-06,43699,,,5,0,,,,,,,,2019-9,2019-Q3,,,0
2020-01-31,9066102,28183.5,0,None,2020-02-06,68,2025-09-06,0,4,2019-08-30,0.1693,0.1693,650.13,650.13,0.1387,0.2726,CHEVROLE,SILVERADO 15,14,24744,1.17485733915293,29070.67,72,Used,62636,602,Tier 6,2019-10-06,43827,,,6,0,,,,,Current,Current,,2019-8,2019-Q3,,,0
2020-01-31,9066280,15893.64,13,None,2020-02-18,57,2024-09-18,0,3,2019-09-03,0.1474,0.1474,387.08,387.08,0.0564,0.2036,ACURA,TL          ,12,12158,1.33778170751768,16264.75,60,Used,97486,617,Tier 5,2019-10-18,43836,,,5,30,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9066832,17711,6,None,2020-02-25,69,2025-09-25,0,3,2019-09-06,0.22,0.22,449.01,449.01,0.094,0.3576,HONDA,ACCORD      ,15,15000,1.18073333333333,17711,72,Used,39056,541,Tier 7,2019-10-13,43833,,,5,30,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9067059,24863.86,0,None,2020-02-22,67,2025-08-22,0,5,2019-08-29,0.2076,0.2076,629.79,629.79,0.1622,0.3597,JEEP,CHEROKEE    ,16,22725,1.13601716171617,25815.99,72,Used,75188,571,Tier 6,2019-09-22,43852,,,6,0,,,,,Current,Current,,2019-8,2019-Q3,,,0
2020-01-31,9067461,12876.07,0,None,2020-03-06,67,2025-09-06,0,5,2019-09-10,0.2123,0.2123,331.28,331.28,0.1068,0.3055,CHEVROLE,SONIC       ,16,10300,1.2968932038835,13358,72,Used,15351,527,Tier 7,2019-10-06,43859,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9068164,25370.68,0,None,2020-02-07,68,2025-09-07,0,4,2019-09-26,0.1684,0.1684,579.01,579.01,0.0829,0.2694,FORD TRU,F150 PICKUP ,14,22775,1.13942085620198,25950.31,72,Used,50715,604,Tier 5,2019-10-07,43846,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9069341,18020.36,0,None,2020-03-07,67,2025-09-07,0,5,2019-09-04,0.1681,0.1681,418.67,418.67,0.1185,0.2946,HYUNDAI,SONATA      ,17,13273,1.4147818880434,18778.4,72,Used,32664,579,Tier 3,2019-10-07,43856,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9069675,11942.55,0,None,2020-02-18,56,2024-09-18,0,4,2019-09-03,0.1074,0.1074,272.25,272.25,0.0945,0.4617,TOYOTA,COROLLA     ,16,12798,0.97987185497734,12540.4,60,Used,80661,570,Tier 3,2019-10-18,43848,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9069996,14699.47,0,None,2020-02-19,56,2024-09-19,0,4,2019-09-05,0.1324,0.1324,353.99,353.99,0.034,0.1545,BMW,3 SERIES    ,14,12615,1.21992627824019,15389.37,60,Used,83100,662,Tier 4,2019-10-19,43849,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9070645,37503.87,0,None,2020-02-07,68,2025-09-07,0,4,2019-08-30,0.1263,0.1263,774.98,774.98,0.1305,0.4398,FORD,F150        ,19,40017,0.969163605467676,38783.02,72,New,18,622,Tier 4,2019-10-07,43837,,,6,0,,,,,Current,Current,,2019-8,2019-Q3,,,0
2020-01-31,9071389,23212.57,0,None,2020-02-22,67,2025-08-22,0,5,2019-09-03,0.1415,0.1415,503.36,503.36,0.0769,0.3436,FORD TRU,F150 PICKUP ,13,24475,0.994212053115424,24333.34,72,Used,75567,557,Tier 4,2019-09-22,43851,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9071485,12705,0,None,2020-02-11,68,2025-09-11,0,4,2019-09-18,0.1174,0.1174,258.83,258.83,0.0906,0.3772,NISSAN,SENTRA      ,15,10100,1.31357326732673,13267.09,72,Used,47720,683,Tier 3,2019-10-11,43841,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9071603,22701.75,0,None,2020-03-07,67,2025-09-07,0,5,2019-09-09,0.1849,0.1849,547.82,547.82,0.1432,0.3536,NISSAN,VERSA       ,20,17627,1.33607704090316,23551.03,72,New,12,661,Tier 3,2019-10-07,43860,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9071622,29393.4,0,None,2020-02-22,67,2025-08-22,0,5,2019-09-03,0.1686,0.1686,679.36,679.36,0.1268,0.3779,CHEVROLE,SILVERADO 15,14,27195,1.12688766317338,30645.71,72,Used,56941,608,Tier 5,2019-09-22,43854,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9071962,31392.45,0,None,2020-02-22,67,2025-08-22,0,5,2019-09-19,0.1486,0.1486,692.55,692.55,0.1393,0.3742,FORD,F150 SUPERCR,17,31599,1.04023101996899,32870.26,72,Used,31190,542,Tier 2,2019-09-22,43851,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9071995,12133.58,24,None,2020-02-07,57,2024-09-07,0,3,2019-09-17,0.135,0.135,286.18,286.18,0.1047,0.4097,DODGE TR,GRAND CARAVA,14,8725,1.41761604584527,12368.7,60,Used,77476,516,Tier 4,2019-10-07,43838,,,5,30,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9072037,17343.66,0,None,2020-02-07,68,2025-09-07,0,4,2019-08-28,0.1499,0.1499,380.34,380.34,0.0432,0.3025,HYUNDAI,SONATA      ,17,16550,1.08048157099698,17881.97,72,Used,28357,594,Tier 7,2019-10-07,43835,,,6,0,,,,,Current,Current,,2019-8,2019-Q3,,,0
2020-01-31,9072254,18025.76,0,None,2020-02-21,68,2025-09-21,0,4,2019-09-07,0.1224,0.1224,369.18,369.18,0.0884,0.3338,JEEP,CHEROKEE    ,16,13801,1.3526853126585,18668.41,72,Used,61000,568,Tier 3,2019-10-21,43853,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9072482,14388.05,0,None,2020-02-08,68,2025-09-08,0,4,2019-09-10,0.1855,0.1855,342.35,342.35,0.1113,0.3074,FORD,FOCUS       ,17,10250,1.43360975609756,14694.5,72,Used,54456,563,Tier 6,2019-10-08,43851,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9072900,35233.9,0,None,2020-02-14,68,2025-09-14,0,4,2019-09-10,0.1599,0.1599,791.19,791.19,0.1592,0.2789,DODGE,CHARGER     ,19,32536,1.11389845094664,36241.8,72,New,20,660,Tier 6,2019-10-14,43844,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9072952,37025.29,20,None,2020-02-11,69,2025-09-11,0,3,2019-09-05,0.1199,0.1199,739.92,739.92,0.0512,0.304,DODGE TR,RAM 1500 PIC,19,34950,1.07815708154506,37681.59,72,Used,12489,578,Tier 5,2019-10-11,43839,,,5,30,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9073362,14679.96,0,None,2020-02-03,56,2024-09-03,0,4,2019-09-13,0.1273,0.1273,348.97,348.97,0.0449,0.3605,INFINITI,FX-V6/V8    ,12,13125,1.17532038095238,15426.08,60,Used,107810,622,Tier 0,2019-10-03,43833,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9073570,17150.02,0,None,2020-02-20,68,2025-09-20,0,4,2019-09-06,0.1855,0.1855,405.93,405.93,0.1265,0.2689,HYUNDAI,VELOSTER    ,16,14425,1.20782183708839,17422.83,72,Used,18031,547,Tier 6,2019-10-08,43854,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9073609,21316.96,0,None,2020-03-02,67,2025-09-02,0,5,2019-09-05,0.1573,0.1573,482.03,482.03,0.1055,0.228,FORD,FUSION ENERG,17,16170,1.37780643166358,22279.13,72,Used,19888,568,Tier 4,2019-10-02,43853,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9073762,25664.35,0,None,2020-02-08,68,2025-09-08,0,4,2019-08-30,0.1728,0.1728,595.61,595.61,0.1525,0.3248,CHEVROLE,SILVERADO 15,15,22150,1.19171738148984,26396.54,72,Used,55833,659,Tier 2,2019-10-08,43834,,,6,0,,,,,Current,Current,,2019-8,2019-Q3,,,0
2020-01-31,9073931,25946.83,24,None,2020-02-07,69,2025-09-07,0,3,2019-08-28,0.2229,0.2229,663.08,663.08,0.1672,0.2792,NISSAN,SENTRA      ,19,19257,1.34872513891053,25972.4,72,New,6,528,Tier 5,2019-10-07,43827,,,6,30,,,,,Current,Current,,2019-8,2019-Q3,,,0
2020-01-31,9074091,29970.89,0,None,2020-02-09,68,2025-09-09,0,4,2019-09-04,0.1312,0.1312,627.91,627.91,0.1674,0.3523,KIA,SORENTO     ,19,26452,1.17246143958869,31013.95,72,New,10,596,Tier 0,2019-10-09,43835,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9074164,20048.88,0,None,2020-02-22,68,2025-09-22,0,4,2019-09-26,0.1145,0.1145,399,399,0.1355,0.372,RAM,1500,16,17200,1.19841046511628,20612.66,72,Used,64448,668,Tier 1,2019-10-07,43861,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9074275,16977.73,0,None,2020-03-03,68,2025-10-03,0,4,2019-09-11,0.1324,0.1324,356.94,356.94,0.056,0.2378,CHEVROLE,MALIBU      ,15,12500,1.4058048,17572.56,72,Used,39761,660,Tier 4,2019-11-03,43853,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9074311,14225.35,0,None,2020-02-02,57,2024-10-02,0,3,2019-09-21,0.1574,0.1574,356.01,356.01,0.0704,0.2196,KIA,OPTIMA      ,15,9989,1.46449594554009,14628.85,60,Used,88809,619,Tier 2,2019-11-02,43832,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9074692,13772.63,0,None,2020-02-07,69,2025-10-07,0,3,2019-09-23,0.0949,0.0949,260.42,260.42,0.0437,0.1492,JEEP,COMPASS     ,16,12349,1.14973925014171,14198.13,72,Used,72039,622,Tier 2,2019-11-07,43830,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9074867,16850.3,0,None,2020-02-10,57,2024-10-10,0,3,2019-09-11,0.1124,0.1124,380.79,380.79,0.0825,0.3406,BMW,5 SERIES    ,14,11830,1.46545731191885,17336.36,60,Used,101032,612,Tier 2,2019-10-25,43845,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9074930,21750.98,0,None,2020-02-19,56,2024-09-19,0,4,2019-09-04,0.1249,0.1249,517.03,517.03,0.0884,0.4693,CHEVROLE,CAMARO      ,12,17735,1.2894023118128,22867.55,60,Used,60860,604,Tier 3,2019-10-19,43839,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9075482,20611.47,0,None,2020-02-23,67,2025-08-23,0,5,2019-09-04,0.1367,0.1367,441.49,441.49,0.088,0.3227,FORD TRU,F150 PICKUP ,14,15475,1.39648142164782,21610.55,72,Used,89689,598,Tier 4,2019-09-23,43853,,,5,0,,,,,Current,Current,,2019-9,2019-Q3,,,0
2020-01-31,9076008,20567.44,0,None,2020-02-08,68,2025-09-08,0,4,2019-08-28,0.1876,0.1876,493.42,493.42,0.1689,0.3295,NISSAN,SENTRA      ,19,19627,1.07339328476079,21067.49,72,New,11,597,Tier 5,2019-10-08,43838,,,6,0,,,,,Current,Current,,2019-8,2019-Q3,,,0
