Snapshotdt,ApplicationID,UPB,DPD,BKRepo_Flag,NextPaymentDate,RemainingTerm,MaturityDate,NumberOfExtensions,NumberOfPayments,FundingDate,OriginalRate,CurrentRate,OriginalPayment,CurrentPayment,PTICore,DTICore,Make,Model,ModelYr,BookValue,LTVCore,OriginalAmtFinanced,OriginalTerm,BookNewUsed,BookMileage,HighFico,BookTier,FirstPaymentDate,LastPmtDate,lastExtensionDate,ChargeoffDate,MOB,DPDBucket,MOB_Lag1,UPB_Lag1,DPD_Lag1,DPDBucket_Lag1,LoanStatus,LoanStatus2,LoanStatus2_Lag1,Vintage_M,Vintage_Q,PrepayBal,DefaultBal,DQBal
2020-01-31,7766559,16263.72,14,None,2020-02-17,50,2024-02-17,0,10,2019-02-11,0.1897,0.1897,471.44,471.44,0.1751,0.5,INFINITI,JX35        ,13,14400,1.25310486111111,18044.71,60,Used,108621,541,Tier 5,2019-03-17,43833,,,12,30,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7766863,19687.44,12,None,2020-02-19,62,2025-02-19,0,10,2019-02-11,0.1376,0.1376,443.53,443.53,0.1109,0.2631,CHEVROLE,SILVERADO 15,16,26665,0.807650478154885,21536,72,Used,36048,595,Tier 4,2019-03-19,43860,,,12,30,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7767048,18216.58,0,None,2020-02-17,63,2025-03-17,1,10,2019-02-12,0.18,0.18,445.46,445.46,0.0574,0.3062,CHEVROLE,CRUZE       ,19,19807.22,0.978817320148915,19387.65,72,New,8,515,Tier 8,2019-03-17,43854,43773,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7767062,22453.53,14,None,2020-02-17,66,2025-04-17,2,8,2019-02-22,0.1604,0.1604,503.67,503.67,0.1054,0.299,CHEVROLE,TRAX LS     ,19,21911.6,1.05158135416857,23041.83,72,New,15,577,Tier 5,2019-03-17,43861,43753,,12,30,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7767244,13280.01,0,None,2020-02-17,61,2025-02-17,0,11,2019-02-21,0.2024,0.2024,348.38,348.38,0.0925,0.3376,NISSAN,SENTRA      ,17,11388,1.25931155602389,14341.04,72,Used,14497,522,Tier 6,2019-03-17,43856,,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7767680,0,14,Paidoff,2020-02-17,49,2024-02-17,0,11,2019-02-13,0.1847,0.1847,587.4,587.4,0.0826,0.193,FORD TRU,F150 PICKUP ,12,18150,1.25210247933884,22725.66,60,Used,96890,620,Tier 4,2019-03-17,43847,,,12,30,,,,,,,,2019-2,2019-Q1,,,0
2020-01-31,7767913,26811.7,60,None,2020-02-02,67,2025-04-02,2,7,2019-02-14,0.1705,0.1705,612.82,612.82,0.0602,0.2099,MERCEDES,C CLASS     ,16,25375,1.08425339901478,27512.93,72,Used,25490,599,Tier 7,2019-03-02,43776,43761,,12,6090,,,,,DQ60,LateDQ,,2019-2,2019-Q1,,,26811.7
2020-01-31,7768346,12891.46,0,None,2020-02-15,50,2024-03-15,0,10,2019-02-20,0.1915,0.1915,374.21,374.21,0.1402,0.3313,HONDA,CIVIC       ,12,9413,1.51573037288856,14267.57,60,Used,67551,536,Tier 5,2019-04-03,43847,,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7768371,0,103,Chargeoff,2019-09-01,71,2025-03-01,0,1,2019-02-19,0.1872,0,395.57,395.57,0.154,0.3385,CHRYSLER,200,15,12091,1.39842858324374,16908.4,72,Used,18334,714,Tier 3,2019-03-17,43684,,,12,90120,,,,,CO,CO,,2019-2,2019-Q1,,,0
2020-01-31,7768408,11543.68,0,None,2020-02-16,50,2024-03-16,0,10,2019-02-20,0.2037,0.2037,338.72,338.72,0.1182,0.3312,FORD,FOCUS       ,16,8775,1.43354643874644,12579.37,60,Used,73266,657,Tier 3,2019-04-01,43856,,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7768796,22879.28,0,None,2020-02-17,61,2025-02-17,0,11,2019-02-12,0.1293,0.1293,514.29,514.29,0.032,0.2383,VOLVO,XC70        ,14,19625,1.29992203821656,25510.97,72,Used,35241,611,Tier -,2019-03-17,43847,,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7768863,35015.01,13,None,2020-02-18,62,2025-02-18,0,10,2019-02-13,0.1354,0.1354,789.23,789.23,0.1077,0.2324,GMC,SIERRA 2500 ,17,32687,1.17933276226023,38548.85,72,Used,43110,604,Tier 5,2019-03-18,43814,,,12,30,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7769195,11728.5,13,None,2020-02-18,62,2025-02-18,0,10,2019-02-11,0.2206,0.2206,316.28,316.28,0.0405,0.29,VOLKSWAG,GTI-4 CYL.  ,12,10525,1.18341282660333,12455.42,72,Used,68753,504,Tier 7,2019-03-18,43829,,,12,30,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7769449,18931.27,16,None,2020-02-15,66,2025-04-15,2,8,2019-02-14,0.1919,0.1919,462.97,462.97,0.0957,0.3899,BMW,7 SERIES    ,12,16250,1.21309661538462,19712.82,72,Used,77420,640,Tier 4,2019-03-01,43784,43817,,12,30,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7769483,20164.87,0,None,2020-02-17,49,2024-02-17,0,11,2019-02-14,0.1238,0.1238,526.39,526.39,0.1114,0.3512,CHEVROLE,SILVERADO 15,14,23350,0.999664239828694,23342.16,60,Used,112294,613,Tier 5,2019-03-17,43846,,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7770502,22491.7,13,None,2020-02-18,62,2025-02-18,0,10,2019-02-11,0.1923,0.1923,569.7,569.7,0.1728,0.3993,CHEVROLE,CRUZE       ,18,23069.88,1.04209471397337,24041,72,New,25,571,Tier 4,2019-03-18,43840,,,12,30,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7770522,11869.26,0,None,2020-02-13,65,2025-04-13,2,9,2019-03-07,0.1815,0.1815,289.81,289.81,0.0808,0.3072,HYUNDAI,ACCENT      ,17,10431,1.20757262007478,12596.19,72,Used,44829,594,Tier 4,2019-03-13,43805,43790,,11,0,,,,,Current,Current,,2019-3,2019-Q1,,,0
2020-01-31,7770602,15533.07,0,None,2020-02-25,65,2025-04-25,2,9,2019-02-12,0.1758,0.1758,364.87,364.87,0.1053,0.2258,CHRYSLER,200,16,11009,1.45786719956399,16049.66,72,Used,51217,563,Tier 5,2019-03-18,43857,43857,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7771012,14413.83,6,None,2020-02-25,66,2025-04-25,2,8,2019-02-14,0.18,0.18,348.25,348.25,0.1509,0.3984,NISSAN,ALTIMA      ,17,13150,1.15247452471483,15155.04,72,Used,57448,644,Tier 4,2019-03-18,43853,43796,,12,30,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7771585,10687.34,13,None,2020-02-18,62,2025-02-18,0,10,2019-02-28,0.1299,0.1299,237.31,237.31,0.0804,0.3884,GMC,CANYON      ,19,30933.5,0.380201076502821,11760.95,72,New,6,534,Tier 7,2019-03-18,43832,,,12,30,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7771644,32510.34,0,None,2020-03-03,61,2025-03-03,0,11,2019-02-25,0.1374,0.1374,753.41,753.41,0.0829,0.1375,CHEVROLE,TAHOE       ,15,39200,0.933724234693877,36601.99,72,Used,53240,606,Tier 4,2019-04-03,43832,,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7771782,0,0,Paidoff,2019-08-18,68,2025-02-18,0,4,2019-02-11,0.1303,0.1303,365.73,365.73,0.0439,0.3563,HONDA,ACCORD      ,16,17533,1.03279872240917,18108.06,72,Used,39909,645,Tier 1,2019-03-18,43615,,,12,0,,,,,,,,2019-2,2019-Q1,,,0
2020-01-31,7771953,17370.53,0,None,2020-02-19,61,2025-02-19,0,11,2019-02-20,0.1199,0.1199,384.55,384.55,0.0755,0.1687,NISSAN,KICKS       ,18,20182,0.970046576156972,19577.48,72,New,61,534,Tier 4,2019-03-19,43845,,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7772080,13237.14,0,None,2020-02-18,61,2025-02-18,0,11,2019-02-12,0.1723,0.1723,327.19,327.19,0.03,0.2097,NISSAN,ROGUE       ,15,12150,1.19498683127572,14519.09,72,Used,68689,608,Tier 3,2019-03-18,43848,,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7772127,16396.27,0,None,2020-02-18,61,2025-02-18,0,11,2019-02-11,0.18,0.18,412.61,412.61,0.1613,0.3831,MITSUBIS,MIRAGE      ,19,16710.85,1.07450428912952,17955.88,72,New,15,570,Tier 6,2019-03-18,43845,,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7772374,19291.24,0,None,2020-02-18,61,2025-02-18,0,11,2019-02-22,0.1545,0.1545,459.89,459.89,0.0699,0.1561,FORD TRU,EXPLORER    ,15,17550,1.21735270655271,21364.54,72,Used,73893,629,Tier 5,2019-03-18,43854,,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7772551,14066.58,0,None,2020-02-18,65,2025-04-18,2,9,2019-02-12,0.204,0.204,357.54,357.54,0.1123,0.3829,CHEVROLE,CRUZE LIMITE,16,11078,1.32341577902148,14660.8,72,Used,25651,582,Tier 4,2019-03-18,43858,43858,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7772577,0,135,Chargeoff,2020-01-19,67,2025-02-19,0,5,2019-02-25,0.2566,0,453.41,453.41,0.0465,0.1001,FORD,FOCUS       ,17,12730,1.28899921445405,16408.96,72,Used,31291,576,Tier 8,2019-03-19,43678,,,12,120+,,,,,CO,CO,,2019-2,2019-Q1,,,0
2020-01-31,7772687,28627.44,0,None,2020-02-18,61,2025-02-18,0,11,2019-02-12,0.1423,0.1423,664.01,664.01,0.0976,0.3739,BMW,6 SERIES    ,12,26122,1.2190456320343,31843.91,72,Used,30630,585,Tier 4,2019-03-18,43860,,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7773164,15420.25,44,BK,2020-02-18,55,2024-04-18,2,7,2019-02-25,0.21,0.21,436.47,436.47,0.1732,0.3432,DODGE,CHARGER     ,14,10992,1.45504275836972,15993.83,60,Used,93194,560,Tier 8,2019-03-18,43784,43741,,12,3060,,,,,DQ30,EarlyDQ,,2019-2,2019-Q1,,,15420.25
2020-01-31,7773307,0,0,Paidoff,2019-07-18,69,2025-02-18,0,3,2019-02-12,0.1583,0.1583,553.9,553.9,0.0923,0.3239,TOYOTA,COROLLA     ,19,19648.77,1.29676106952242,25479.76,72,New,10,577,Tier 5,2019-03-18,43654,,,12,0,,,,,,,,2019-2,2019-Q1,,,0
2020-01-31,7773541,26395.54,0,None,2020-02-16,61,2025-02-16,0,11,2019-03-07,0.1565,0.1565,628.74,628.74,0.1457,0.257,NISSAN,TITAN CREW C,14,22593,1.28601513743195,29054.94,72,Used,78496,581,Tier 3,2019-03-16,43854,,,11,0,,,,,Current,Current,,2019-3,2019-Q1,,,0
2020-01-31,7773679,0,0,Paidoff,2019-08-03,67,2025-03-03,0,5,2019-02-19,0.1948,0.1948,610.33,610.33,0.1239,0.2994,NISSAN,SENTRA      ,19,19439,1.31675909254591,25596.48,72,New,17,591,Tier 7,2019-04-03,43669,,,12,0,,,,,,,,2019-2,2019-Q1,,,0
2020-01-31,7773700,19509.84,0,None,2020-02-04,49,2024-02-04,0,11,2019-02-14,0.1721,0.1721,556.63,556.63,0.155,0.2795,FORD TRU,F150 PICKUP ,14,17050,1.30769794721408,22296.25,60,Used,129276,568,Tier 5,2019-03-04,43834,,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7773957,23292.21,0,None,2020-02-18,62,2025-03-18,0,10,2019-02-21,0.1735,0.1735,562.72,562.72,0.1083,0.3261,CHRYSLER,300,18,21550,1.15532018561485,24897.15,72,Used,41385,589,Tier 4,2019-04-03,43859,,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7773977,28831.54,0,None,2020-03-21,60,2025-02-21,0,12,2019-02-18,0.1399,0.1399,679.59,679.59,0.0773,0.3112,CHEVROLE,TRAVERSE    ,18,31925,1.02735223179327,32798.22,72,Used,6648,517,Tier 6,2019-03-21,43846,,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7774259,23691.96,44,None,2020-02-18,67,2025-04-18,2,7,2019-02-21,0.2166,0.2166,597.95,597.95,0.0747,0.4047,NISSAN,SENTRA      ,19,19629,1.22221967497071,23990.95,72,New,28,597,Tier 8,2019-03-03,43852,43766,,12,3060,,,,,DQ30,EarlyDQ,,2019-2,2019-Q1,,,23691.96
2020-01-31,7774430,24582.43,12,None,2020-02-19,62,2025-02-19,0,10,2019-02-20,0.18,0.18,607.03,607.03,0.1744,0.4237,NISSAN,PATHFINDER  ,18,22175,1.19129785794814,26417.03,72,Used,22952,534,Tier 7,2019-03-19,43833,,,12,30,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7774613,16223.45,0,None,2020-03-04,60,2025-02-04,0,12,2019-02-11,0.1837,0.1837,418.56,418.56,0.1273,0.3355,KIA,SORENTO     ,15,12840,1.41623442367601,18184.45,72,Used,54456,571,Tier 1,2019-03-04,43854,,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7774687,12488.54,0,None,2020-02-19,61,2025-02-19,0,11,2019-02-14,0.1846,0.1846,315.88,315.88,0.0977,0.3442,FORD TRU,ESCAPE      ,15,10500,1.29414,13588.47,72,Used,67499,582,Tier 3,2019-03-19,43861,,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7774825,14610.58,12,None,2020-02-19,62,2025-02-19,0,10,2019-02-21,0.1634,0.1634,347.34,347.34,0.1298,0.3603,FORD,FIESTA      ,19,17205.04,0.916562821126832,15769.5,72,New,27,557,Tier 6,2019-03-19,43839,,,12,30,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7775365,0,0,Paidoff,2019-09-19,67,2025-02-19,0,5,2019-02-13,0.1999,0.1999,398.88,398.88,0.1119,0.2445,NISSAN,ALTIMA      ,16,14850,1.12167070707071,16656.81,72,Used,32781,564,Tier 7,2019-03-04,43701,,,12,0,,,,,,,,2019-2,2019-Q1,,,0
2020-01-31,7775551,18732.41,12,None,2020-02-19,66,2025-04-19,2,8,2019-02-11,0.1299,0.1299,398.8,398.8,0.0967,0.2499,MERCEDES,C CLASS     ,16,21525,0.918302903600465,19766.47,72,Used,32040,543,Tier 5,2019-03-19,43826,43801,,12,30,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7775922,19123.95,0,None,2020-02-19,49,2024-02-19,0,11,2019-02-21,0.2387,0.2387,611.35,611.35,0.1378,0.3074,TOYOTA,TUNDRA DOUBL,13,15761,1.33874754139966,21100,60,Used,116507,587,Tier 7,2019-03-19,43854,,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7776005,15957.55,9,None,2020-02-22,66,2025-04-22,2,8,2019-02-20,0.18,0.18,377.76,377.76,0.1278,0.4019,NISSAN,SENTRA      ,19,19913,0.825638025410536,16440.93,72,New,2816,525,Tier 8,2019-03-22,43819,43811,,12,30,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7776068,13983.72,0,None,2020-02-19,61,2025-02-19,0,11,2019-02-19,0.1853,0.1853,355.46,355.46,0.0718,0.2955,KIA,SOUL        ,15,10900,1.40040550458716,15264.42,72,Used,26288,582,Tier 3,2019-03-19,43849,,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7776132,13400.98,0,None,2020-02-19,61,2025-02-19,0,11,2019-02-25,0.1639,0.1639,325.25,325.25,0.0904,0.4476,MAZDA,MAZDA3      ,14,11690,1.26030196749358,14732.93,72,Used,35229,661,Tier 3,2019-03-19,43850,,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7776645,20735.42,0,BK,2020-02-19,61,2025-02-19,0,11,2019-02-14,0.1559,0.1559,496.52,496.52,0.1691,0.5191,GMC LIGH,SIERRA 1500 ,11,18450,1.24567750677507,22982.75,72,Used,82969,639,Tier 4,2019-03-19,43840,,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7776761,12441.11,0,None,2020-02-10,61,2025-02-10,0,11,2019-02-11,0.1891,0.1891,318.51,318.51,0.0919,0.3727,DODGE,CHARGER     ,15,14132,0.962284177752618,13599,72,Used,61842,562,Tier 7,2019-03-10,43845,,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7776952,21844.8,0,None,2020-02-04,61,2025-02-04,0,11,2019-02-25,0.2134,0.2134,590.75,590.75,0.079,0.1779,KIA,FORTE       ,19,20370,1.1724177712322,23882.15,72,New,32,537,Tier 8,2019-03-04,43840,,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7777163,27052.35,0,None,2020-02-19,61,2025-02-19,0,11,2019-02-11,0.1499,0.1499,633.61,633.61,0.116,0.2608,FORD TRU,EXPLORER    ,16,23425,1.27167854855923,29789.07,72,Used,40439,528,Tier 6,2019-03-19,43859,,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7777267,12380.99,12,None,2020-02-19,62,2025-02-19,0,10,2019-02-22,0.2362,0.2362,342.68,342.68,0.1411,0.5732,CHEVROLE,CAMARO      ,13,11475,1.13333333333333,13005,72,New,58027,531,Tier 6,2019-03-19,43840,,,12,30,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7777590,23419.77,0,None,2020-02-19,67,2025-08-19,0,11,2019-02-13,0.146,0.146,512.92,512.92,0.0811,0.3941,NISSAN,SENTRA      ,19,21046,1.21590611042478,25589.96,78,New,25,621,Tier 3,2019-03-19,43849,,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7777722,21765.53,73,None,2020-02-19,64,2025-02-19,0,8,2019-02-18,0.1666,0.1666,513.43,513.43,0.154,0.4131,CHRYSLER,300,15,19675,1.17506073697586,23119.32,72,Used,35725,589,Tier 6,2019-03-19,43765,,,12,6090,,,,,DQ60,LateDQ,,2019-2,2019-Q1,,,21765.53
2020-01-31,7778282,0,121,Chargeoff,2019-08-16,71,2025-02-16,0,1,2019-02-21,0.18,0,432.89,432.89,0.1048,0.3286,MITSUBIS,MIRAGE G4   ,19,17130,1.10799591360187,18979.97,72,New,23,519,Tier 6,2019-03-16,43689,,,12,120+,,,,,CO,CO,,2019-2,2019-Q1,,,0
2020-01-31,7778350,21803.8,0,None,2020-02-19,61,2025-02-19,0,11,2019-02-18,0.1738,0.1738,539.47,539.47,0.1175,0.3401,BMW,3 SERIES    ,15,16855,1.4148899436369,23847.97,72,Used,64681,598,Tier 3,2019-03-19,43852,,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7778561,16861.97,12,None,2020-02-19,50,2024-02-19,0,10,2019-02-13,0.1891,0.1891,480.85,480.85,0.055,0.3652,FORD TRU,F150 PICKUP ,14,13750,1.35070181818182,18572.15,60,Used,125538,617,Tier 4,2019-03-04,43832,,,12,30,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7778643,14054.5,0,None,2020-02-06,49,2024-02-06,0,11,2019-02-19,0.1387,0.1387,375.91,375.91,0.0175,0.0631,DODGE,CHALLENGER-V,12,13200,1.2275196969697,16203.26,60,Used,94815,600,Tier 1,2019-03-06,43846,,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7778671,13221.94,0,None,2020-02-19,49,2024-02-19,0,11,2019-02-11,0.1789,0.1789,376.23,376.23,0.0595,0.4656,JEEP,CHEROKEE    ,14,11500,1.29139130434783,14851,60,Used,85045,545,Tier 4,2019-03-04,43860,,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7778755,0,0,Paidoff,2019-10-19,65,2025-02-19,0,7,2019-02-11,0.204,0.204,640.46,640.46,0.1325,0.265,TOYOTA,RAV4        ,16,19925,1.31801505646173,26261.45,72,Used,37881,513,Tier 8,2019-03-19,43722,,,12,0,,,,,,,,2019-2,2019-Q1,,,0
2020-01-31,7778963,26404.77,0,None,2020-02-19,61,2025-02-19,0,11,2019-03-13,0.1784,0.1784,661.04,661.04,0.1208,0.3541,JEEP,CHEROKEE    ,19,28849,1.00131096398489,28886.82,72,New,95,508,Tier 7,2019-03-19,43849,,,11,0,,,,,Current,Current,,2019-3,2019-Q1,,,0
2020-01-31,7778977,14078.82,0,None,2020-02-19,61,2025-02-19,0,11,2019-02-28,0.1188,0.1188,308.77,308.77,0.0792,0.3916,HONDA,CIVIC       ,15,11941,1.32046311029227,15767.65,72,Used,45415,642,Tier 0,2019-03-19,43849,,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7779054,12887.2,0,None,2020-02-02,61,2025-02-02,0,11,2019-02-25,0.1944,0.1944,333.66,333.66,0.0847,0.2021,NISSAN,ROGUE       ,13,9560,1.47696234309623,14119.76,72,Used,62028,552,Tier 6,2019-03-02,43847,,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7779452,23978.25,12,None,2020-02-19,62,2025-02-19,0,10,2019-02-13,0.1327,0.1327,535.68,535.68,0.1013,0.2761,KIA,OPTIMA      ,19,26749,0.985200942091293,26353.14,72,New,5,544,Tier 5,2019-03-19,43826,,,12,30,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7779748,10640.85,0,None,2020-02-03,50,2024-03-03,0,10,2019-02-14,0.1567,0.1567,290.05,290.05,0.0696,0.2518,BMW,3-SERIES    ,11,9205,1.29676371537208,11936.71,60,Used,84584,615,Tier 1,2019-04-03,43854,,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7780151,0,0,Paidoff,2019-12-04,63,2025-02-04,0,9,2019-02-20,0.1389,0.1389,785.51,785.51,0.1452,0.2724,FORD TRU,F250 SUPER D,14,35250,1.08453957446809,38230.02,72,Used,106178,570,Tier 5,2019-03-04,43781,,,12,0,,,,,,,,2019-2,2019-Q1,,,0
2020-01-31,7780309,20673.7,0,None,2020-02-19,61,2025-02-19,0,11,2019-02-14,0.1743,0.1743,515.69,515.69,0.0491,0.1551,NISSAN,MAXIMA      ,16,16700,1.36332335329341,22767.5,72,Used,42522,580,Tier 3,2019-03-19,43840,,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7780584,25359.24,0,None,2020-02-04,61,2025-02-04,0,11,2019-02-11,0.1427,0.1427,586.59,586.59,0.147,0.3186,DODGE,CHALLENGER  ,19,28739,0.98363443404433,28268.67,72,New,8,550,Tier 5,2019-03-04,43834,,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7780588,8910.06,0,None,2020-02-19,49,2024-02-19,0,11,2019-02-20,0.1562,0.1562,247.5,247.5,0.0503,0.3977,VOLKSWAG,JETTA-4 CYL.,12,7225,1.41139515570934,10197.33,60,Used,79691,556,Tier 1,2019-03-19,43844,,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7781216,15592.74,119,Repo,2020-02-04,65,2025-02-04,0,7,2019-02-14,0.27,0.27,456.89,456.89,0.1567,0.4593,BUICK,ENCORE      ,16,13325,1.21688555347092,16215,72,Used,31623,527,Tier 9,2019-03-04,43798,,,12,90120,,,,,DQ90,LateDQ,,2019-2,2019-Q1,,,15592.74
2020-01-31,7781499,12570.41,0,None,2020-02-02,53,2024-04-02,2,9,2019-02-14,0.1683,0.1683,337.02,337.02,0.0517,0.1472,HYUNDAI,SONATA      ,17,11700,1.16341111111111,13611.91,60,Used,56122,566,Tier 4,2019-03-02,43839,43796,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7781539,25425.91,0,None,2020-02-03,66,2025-05-03,2,8,2019-02-19,0.171,0.171,592.07,592.07,0.0689,0.4792,HONDA,ACCORD      ,17,19542,1.34764097840549,26335.6,72,Used,26698,614,Tier 4,2019-03-19,43841,43748,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7781542,20938.55,43,None,2020-02-19,63,2025-02-19,0,9,2019-02-14,0.21,0.21,551.74,551.74,0.1446,0.3289,KIA,SOUL        ,19,18749,1.18897007840418,22292,72,New,15,512,Tier 8,2019-03-19,43850,,,12,3060,,,,,DQ30,EarlyDQ,,2019-2,2019-Q1,,,20938.55
2020-01-31,7781744,23932.6,0,None,2020-02-23,63,2025-03-23,1,10,2019-02-21,0.18,0.18,584.31,584.31,0.108,0.5011,NISSAN,SENTRA      ,19,21774,1.1678129879673,25427.96,72,New,7,510,Tier 6,2019-03-23,43860,43784,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7782093,16035.66,8,None,2020-02-23,62,2025-02-23,0,10,2019-02-12,0.2314,0.2314,438.73,438.73,0.0385,0.1417,MAZDA,CX-9        ,14,13132,1.28060006091989,16816.84,72,Used,46403,603,Tier 7,2019-03-19,43845,,,12,30,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7782183,2590.49,40,Insurance,2020-02-22,67,2025-04-22,2,7,2019-02-14,0.1854,0.1854,478.25,478.25,0.0618,0.3494,NISSAN,SENTRA      ,19,19473,1.05438299183485,20532,72,New,12,608,Tier 8,2019-03-22,43779,43783,,12,3060,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7782231,19530.97,0,None,2020-02-19,61,2025-02-19,0,11,2019-02-11,0.1641,0.1641,473.51,473.51,0.174,0.4319,KIA,FORTE       ,19,18835,1.13931510485798,21459,72,New,10,602,Tier 4,2019-03-19,43855,,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7782471,7840.86,73,Insurance,2020-02-19,68,2025-04-19,2,6,2019-02-22,0.1566,0.1566,602.85,602.85,0.0458,0.1961,KIA,OPTIMA      ,19,23345,1.19313386164061,27853.71,72,New,20,563,Tier 4,2019-03-19,43848,43759,,12,6090,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7782528,23920.61,0,None,2020-02-21,61,2025-02-21,0,11,2019-02-12,0.1654,0.1654,588.92,588.92,0.0887,0.1983,CHEVROLE,IMPALA      ,18,22400,1.18740625,26597.9,72,Used,23587,642,Tier 4,2019-03-21,43847,,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7782642,33291.69,0,None,2020-02-19,61,2025-02-19,0,11,2019-02-21,0.161,0.161,802.32,802.32,0.1456,0.2828,RAM,1500 QUAD CA,18,28656,1.27887911781128,36647.56,72,Used,31121,647,Tier 1,2019-03-19,43849,,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7782711,14685.32,0,None,2020-02-03,62,2025-03-03,0,10,2019-02-14,0.1643,0.1643,352.87,352.87,0.084,0.243,KIA,OPTIMA HYBRI,16,11846,1.34927486071248,15983.51,72,Used,55663,556,Tier 4,2019-04-03,43852,,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
2020-01-31,7782746,23023.37,0,None,2020-02-19,65,2025-04-19,2,9,2019-02-13,0.1344,0.1344,511.16,511.16,0.0896,0.2354,NISSAN,SENTRA      ,18,19942,1.25532494233277,25033.69,72,New,30,627,Tier 1,2019-03-19,43818,43808,,12,0,,,,,Current,Current,,2019-2,2019-Q1,,,0
